21050510;24
21670440;24
22221020;24
20756100;23
21341180;23
21350020;23
21351360;23
21380400;23
22020010;23
22420030;23
22750006;23
22755158;23
22793340;23
20771002;22
20950230;22
21340220;22
21341270;22
21380002;22
21381009;22
21557130;22
21610220;22
21931350;22
22441050;22
22630011;22
20550010;21
20561092;21
20751090;21
21061240;21
21215190;21
21351110;21
21370171;21
21941390;21
22743670;21
22783325;21
20270003;20
20756115;20
21330200;20
21350080;20
21550160;20
21655460;20
21810000;20
22221000;20
22260000;20
22730001;20
22745270;20
20240200;19
20720011;19
20755110;19
20780020;19
21310150;19
21321570;19
21520470;19
21555280;19
21625380;19
21921020;19
22210080;19
20230070;18
20735130;18
20750092;18
20751003;18
20756210;18
20766720;18
21310260;18
21660130;18
21930150;18
22290240;18
22710040;18
22793530;18
20261005;17
20520055;17
20770060;17
20910220;17
20920050;17
21320040;17
21635380;17
21741040;17
21911200;17
21940230;17
22250040;17
22620350;17
22631350;17
22743041;17
22763011;17
22783430;17
20510180;16
20725220;16
20735060;16
20751002;16
20961040;16
21040450;16
21555310;16
21910000;16
21940005;16
22240001;16
22743010;16
22775045;16
22783025;16
22785590;16
20020010;15
20511001;15
20530000;15
20725000;15
20755000;15
20771590;15
20961000;15
21331240;15
21381330;15
21620610;15
21620620;15
21645340;15
21725010;15
22281031;15
20210030;14
20231050;14
20541100;14
20560000;14
20751010;14
20761270;14
20973011;14
21010670;14
21044720;14
21310010;14
21321054;14
21340340;14
21550000;14
21645310;14
21930160;14
22030002;14
22040030;14
22231220;14
22261001;14
22740250;14
22760070;14
20230180;13
20270290;13
20271200;13
20520054;13
20540005;13
20745125;13
20756030;13
20911442;13
21310120;13
21321622;13
21675310;13
21931001;13
22010020;13
22031000;13
22240002;13
22430220;13
22451041;13
22710090;13
22730120;13
22735200;13
22743011;13
22783116;13
22790832;13
23010000;13
23070200;13
20080001;12
20220560;12
20260080;12
20541110;12
20756116;12
20756120;12
20771005;12
20775080;12
20921380;12
20930000;12
20961270;12
21330130;12
21345210;12
21351246;12
21675440;12
21721000;12
21721010;12
21840000;12
21910220;12
21940240;12
22080001;12
22230040;12
22240000;12
22411000;12
22470001;12
22710320;12
22790710;12
23088120;12
20211040;11
20251031;11
20260050;11
20397070;11
20511190;11
20530050;11
20530380;11
20540145;11
20720170;11
20740321;11
20745120;11
20770000;11
20910000;11
21330680;11
21360310;11
21710261;11
21740450;11
21920040;11
21920310;11
21920340;11
22050010;11
22260100;11
22621231;11
22720000;11
22720410;11
22723021;11
22735270;11
22753390;11
22760080;11
22780805;11
22783140;11
22785620;11
22790550;11
23050102;11
20231041;10
20261242;10
20510130;10
20520412;10
20521000;10
20725230;10
20740440;10
20745180;10
20750010;10
20770010;10
20775100;10
20970007;10
21311060;10
21311330;10
21331260;10
21380005;10
21665001;10
21735090;10
21740001;10
21833140;10
22050030;10
22230060;10
22280020;10
22470050;10
22631360;10
22740190;10
22790490;10
23020240;10
23545100;10
20230012;9
20230150;9
20241150;9
20261063;9
20531080;9
20540195;9
20720320;9
20725050;9
20730320;9
20740380;9
20750340;9
20765170;9
20950085;9
20960030;9
21311430;9
21655640;9
21660010;9
21670200;9
21710230;9
21715400;9
21755370;9
21810160;9
21931003;9
22051030;9
22080040;9
22210060;9
22641003;9
22710266;9
22715120;9
22723620;9
22725640;9
22765005;9
23013720;9
23085590;9
23087290;9
23535020;9
23550020;9
20220430;8
20251080;8
20260020;8
20271110;8
20510230;8
20530002;8
20541020;8
20551120;8
20710330;8
20735160;8
20750190;8
20785170;8
20785225;8
20960005;8
20975000;8
20980061;8
21040130;8
21241350;8
21321234;8
21381320;8
21640010;8
21660100;8
21750060;8
21760000;8
21770100;8
21820110;8
21921520;8
21941450;8
22020001;8
22021001;8
22031070;8
22040000;8
22040001;8
22080030;8
22230020;8
22451260;8
22460012;8
22710310;8
22770620;8
22775114;8
23075246;8
23087141;8
23098120;8
20031050;7
20071001;7
20081250;7
20241020;7
20260002;7
20260133;7
20511240;7
20531330;7
20540092;7
20540370;7
20550000;7
20560050;7
20710020;7
20775090;7
20931002;7
21041610;7
21050455;7
21070090;7
21330290;7
21625100;7
21630200;7
21635430;7
21645001;7
21665280;7
21710170;7
21715150;7
21715250;7
21775000;7
21815080;7
21830000;7
21840447;7
21870250;7
21921001;7
21921610;7
22060000;7
22061000;7
22081032;7
22210050;7
22231140;7
22241090;7
22251050;7
22261040;7
22270010;7
22270070;7
22290000;7
22290030;7
22410003;7
22430210;7
22460000;7
22620031;7
22753033;7
22790682;7
22793720;7
23050260;7
23052330;7
23070020;7
23070580;7
23075020;7
23093122;7
20021180;6
20081070;6
20220640;6
20241266;6
20251460;6
20540300;6
20550035;6
20550200;6
20561055;6
20720230;6
20725080;6
20730390;6
20730420;6
20740260;6
20775110;6
20780170;6
20931040;6
20950120;6
21040361;6
21046035;6
21321620;6
21370180;6
21615440;6
21650490;6
21670450;6
21710030;6
21745310;6
21820030;6
21820390;6
21825450;6
21830316;6
21842030;6
21853060;6
21862170;6
21863030;6
21863425;6
21865360;6
21870210;6
21920140;6
21931420;6
21941610;6
22010010;6
22021040;6
22031010;6
22060002;6
22070012;6
22230061;6
22251030;6
22271090;6
22290270;6
22410000;6
22430060;6
22440031;6
22460036;6
22470060;6
22610170;6
22730190;6
22733000;6
22735020;6
22755190;6
22765240;6
22775020;6
22790170;6
23020440;6
23020710;6
23067430;6
23073330;6
23573400;6
20040010;5
20241220;5
20241263;5
20271020;5
20510360;5
20520050;5
20521210;5
20541050;5
20550142;5
20560032;5
20710130;5
20720012;5
20725010;5
20975020;5
21061020;5
21341460;5
21381370;5
21381410;5
21640260;5
21660300;5
21710450;5
21730680;5
21735350;5
21735390;5
21755000;5
21820220;5
21850007;5
21850390;5
21870190;5
21870311;5
21875260;5
21910290;5
21920330;5
21930130;5
22011010;5
22020020;5
22040040;5
22041020;5
22051010;5
22061020;5
22070010;5
22250080;5
22290020;5
22610160;5
22630100;5
22730000;5
22735015;5
22763100;5
22775410;5
22780580;5
22790650;5
22795006;5
23059150;5
23060040;5
23065010;5
23070500;5
23082170;5
23085260;5
23090031;5
23540044;5
23580250;5
23585430;5
20220590;4
20240193;4
20261190;4
20520201;4
20540003;4
20550017;4
20550162;4
20560185;4
20561130;4
20715002;4
20730110;4
20740210;4
20775001;4
20780140;4
20780340;4
20785902;4
20920310;4
21070440;4
21615140;4
21715070;4
21745290;4
21750130;4
21755070;4
21825060;4
21825120;4
21831000;4
21842550;4
21843000;4
21853280;4
21870260;4
21875110;4
21920080;4
21931000;4
22010122;4
22040020;4
22251090;4
22280030;4
22411040;4
22421020;4
22450000;4
22450290;4
22452690;4
22611201;4
22700000;4
22710440;4
22715040;4
22735010;4
22745004;4
22753210;4
22763627;4
23036380;4
23050290;4
23052080;4
23052280;4
23060220;4
23062180;4
23080430;4
23095682;4
23095683;4
23097190;4
23510000;4
23510001;4
23515180;4
23520572;4
23587000;4
20211340;3
20230210;3
20241320;3
20250460;3
20251050;3
20261040;3
20510055;3
20540220;3
20540342;3
20560020;3
20766280;3
20771410;3
20780050;3
20921405;3
20931000;3
21050000;3
21615220;3
21640280;3
21710400;3
21720140;3
21720520;3
21725110;3
21730320;3
21735240;3
21745590;3
21750000;3
21750420;3
21755410;3
21760035;3
21765250;3
21775090;3
21775180;3
21825070;3
21830285;3
21832260;3
21840450;3
21840470;3
21842420;3
21843040;3
21860005;3
21875100;3
21910102;3
21911120;3
22031090;3
22210010;3
22245120;3
22250060;3
22250180;3
22271000;3
22290090;3
22410090;3
22450160;3
22451290;3
22461000;3
22470003;3
22471003;3
22610000;3
22610090;3
22710070;3
22723497;3
22740100;3
22753212;3
22770410;3
22775505;3
23010440;3
23027260;3
23027460;3
23045805;3
23047080;3
23060070;3
23060666;3
23066070;3
23071160;3
23078100;3
23082080;3
23092031;3
23092122;3
23525002;3
23525173;3
23530814;3
23545362;3
23570000;3
23580140;3
23595011;3
20230153;2
20240210;2
20251610;2
20270002;2
20271010;2
20271021;2
20511170;2
20511280;2
20521160;2
20521180;2
20531610;2
20540004;2
20560031;2
20561240;2
21320062;2
21330190;2
21640180;2
21650220;2
21650510;2
21660520;2
21710460;2
21721022;2
21735661;2
21750350;2
21750480;2
21775310;2
21775480;2
21810051;2
21820380;2
21825050;2
21830260;2
21852001;2
21863340;2
21870101;2
21870310;2
22011002;2
22250145;2
22260001;2
22420010;2
22450230;2
22451040;2
22470130;2
22470240;2
22471310;2
22610180;2
22630021;2
22641005;2
22713375;2
22753005;2
22753053;2
23010130;2
23012006;2
23013520;2
23013630;2
23031350;2
23036150;2
23045040;2
23045200;2
23045290;2
23045570;2
23055630;2
23056000;2
23059270;2
23060390;2
23060470;2
23067130;2
23070430;2
23073720;2
23078030;2
23080270;2
23081050;2
23081240;2
23085160;2
23085710;2
23090300;2
23093630;2
23515000;2
23515120;2
23550030;2
23550070;2
23550140;2
23550570;2
23565000;2
23575275;2
23580550;2
23587610;2
23595060;2
25565000;2
20251021;1
20260132;1
20270001;1
20270210;1
20520053;1
20521070;1
20531571;1
20540341;1
20720110;1
21050144;1
21370230;1
21620100;1
21725300;1
21730040;1
21735200;1
21755010;1
21770200;1
21775210;1
21820100;1
21832150;1
21850010;1
21852535;1
21920100;1
22041040;1
22041070;1
22051000;1
22070020;1
22231120;1
22451030;1
22451090;1
22451220;1
22470070;1
22661260;1
22730020;1
22765350;1
22765451;1
22770190;1
23015200;1
23017250;1
23017340;1
23028550;1
23030180;1
23036050;1
23040040;1
23042490;1
23045160;1
23059100;1
23059380;1
23059540;1
23063230;1
23065150;1
23071190;1
23071340;1
23080000;1
23085580;1
23095710;1
23095841;1
23097640;1
23500000;1
23515010;1
23520570;1
23525250;1
23550101;1
23555020;1
23560000;1
23560130;1
23560370;1
23560390;1
23570120;1
23570250;1
23575000;1
23585125;1
23585630;1
