161,1,4
234,55,1
234,4,2
204,59,2
204,78,2
180,240,1
161,144,2
171,158,1
204,86,2
204,104,1
204,88,2
218,9,2
219,58,24
10,206,1
218,34,6
175,24,66
175,25,49
23,204,1
170,208,1
218,15,5
234,19,1
182,55,3
161,126,4
206,5,2
219,59,36
170,142,1
219,99,33
161,27,3
246,96,1
219,61,45
214,31,1
204,76,2
182,48,1
204,69,5
218,25,14
24,655,2
170,100,2
219,103,27
161,19,7
219,49,26
219,129,26
176,40,46
234,54,1
234,3,1
204,85,1
204,4,1
23,147,1
218,8,7
219,67,20
18,134,2
235,44,1
204,57,2
204,60,1
161,28,2
161,22,5
204,70,1
235,65,1
206,30,2
18,97,1
170,126,1
218,14,3
218,18,5
218,79,28
214,53,1
204,81,3
161,25,4
218,38,14
23,177,4
219,63,34
23,175,3
177,69,83
245,151,1
241,97,1
16,48,1
168,87,3
161,73,6
177,100,90
177,103,73
164,61,2
214,13,1
10,101,1
124,487,3
219,98,35
120,281,1
177,66,74
182,45,2
180,231,2
182,75,1
168,88,5
192,64,1
19,204,1
171,163,1
171,215,2
177,61,65
18,119,1
241,26,1
211,184,1
180,252,1
168,47,8
211,241,1
168,65,7
211,157,1
25,954,1
211,90,1
211,189,1
211,228,1
168,50,8
211,28,1
168,45,6
9,163,1
168,61,6
243,10,1
7,57,1
211,5,2
211,240,1
119,183,5
241,9,1
180,168,1
168,64,8
3,69,1
211,35,1
211,181,1
119,206,1
211,113,1
168,70,12
211,23,2
168,55,2
180,4,1
168,57,5
180,246,1
211,245,1
211,158,1
211,206,1
168,71,14
13,250,1
168,56,3
13,951,2
168,99,11
168,54,5
243,75,1
210,49,4
210,36,1
180,260,2
217,17,4
217,117,2
210,33,3
217,106,1
192,35,2
179,67,1
189,76,10
189,78,15
160,72,31
19,217,1
165,77,2
217,126,3
119,170,1
217,21,4
189,65,28
217,115,1
180,145,2
170,214,1
192,140,37
189,62,32
217,154,2
245,45,1
192,37,1
189,59,34
189,60,39
192,32,2
217,104,6
189,68,26
233,77,2
229,105,2
217,148,2
179,66,2
214,60,3
217,15,5
7,168,1
217,25,2
189,53,18
4,140,1
160,71,24
165,116,1
210,32,3
217,135,3
217,108,1
192,34,2
217,92,19
119,169,2
189,75,17
170,117,1
189,77,13
192,20,2
19,224,1
192,30,2
192,136,3
175,119,6
217,16,4
229,104,1
189,67,27
165,28,1
160,43,4
210,53,2
217,151,3
170,95,1
192,39,1
192,142,2
192,122,1
217,114,1
217,157,1
217,136,1
8,189,1
217,111,1
216,41,2
217,14,3
189,72,25
7,175,1
189,56,35
189,58,19
175,15,20
19,327,2
217,107,2
165,65,1
217,100,2
192,139,1
171,199,1
189,70,29
217,123,2
175,11,16
217,33,16
175,52,9
217,110,2
217,11,2
192,41,3
7,172,2
189,71,30
170,97,1
192,19,2
165,80,1
217,5,1
165,117,1
217,141,1
175,41,11
192,36,3
217,28,3
180,105,2
19,305,1
8,87,2
189,55,24
160,46,4
160,47,2
189,57,27
210,39,1
216,40,7
170,115,1
217,32,2
217,24,6
192,141,1
217,109,2
189,95,30
189,61,18
8,86,5
210,50,1
217,31,6
20,229,2
231,30,3
118,264,11
192,58,3
118,166,10
118,394,5
118,109,11
118,419,7
18,56,1
232,59,1
178,63,1
20,201,1
20,199,2
232,11,1
118,263,12
118,168,10
118,382,4
118,393,17
14,164,2
118,406,13
121,347,9
121,170,3
121,203,3
122,1,1
252,63,1
252,80,1
228,31,1
20,188,1
228,41,1
123,166,2
228,68,1
228,16,1
118,169,13
208,10,2
118,111,5
118,381,2
118,380,7
118,405,2
20,36,1
246,70,1
118,418,10
173,28,1
246,25,1
121,202,2
232,78,1
228,9,1
8,1,2
20,187,1
228,37,1
252,7,2
228,38,1
192,123,3
208,9,3
118,110,1
24,168,1
123,128,1
228,58,1
121,169,3
232,46,1
20,216,1
20,29,1
193,63,2
20,241,1
123,180,1
123,179,2
206,29,1
232,3,2
173,80,2
173,29,1
229,29,1
121,171,6
232,30,1
178,81,1
20,52,1
165,26,1
228,40,2
252,67,2
193,62,2
228,20,2
206,28,2
165,87,1
192,125,3
118,152,3
208,5,2
118,113,7
118,417,3
173,5,1
121,328,3
120,336,1
252,65,2
123,150,2
123,183,1
231,58,1
228,19,1
238,80,1
118,153,1
173,7,1
121,220,9
121,327,2
178,60,1
20,202,1
20,184,1
252,64,1
123,182,1
231,18,1
228,22,1
14,295,4
118,259,12
118,108,4
118,258,6
173,4,1
173,3,2
121,223,3
121,204,6
228,13,2
125,47,1
193,81,1
20,225,4
228,43,1
228,48,1
14,250,2
192,100,2
118,397,25
118,396,6
173,24,1
121,222,6
206,48,1
252,79,2
228,42,1
228,34,2
231,77,2
206,16,1
192,54,1
192,55,1
123,47,2
206,10,1
121,219,4
4,100,1
192,23,1
11,421,31
192,21,1
220,75,24
180,66,1
4,42,2
166,79,2
218,69,31
171,159,1
220,84,10
240,8,1
180,251,1
11,418,14
234,23,1
185,92,5
217,159,4
16,109,1
11,192,22
5,139,2
125,122,1
122,31,1
23,448,1
23,196,2
220,80,11
220,81,16
169,65,3
122,104,1
220,108,27
11,232,24
220,73,27
11,230,18
214,75,3
169,38,5
185,7,2
23,465,9
220,83,5
220,77,23
220,82,5
234,76,2
240,7,1
125,187,1
179,155,1
3,108,1
23,469,1
220,74,33
11,200,24
11,229,15
23,193,1
16,106,1
11,204,24
166,68,1
122,30,1
220,117,18
11,231,19
220,122,2
11,233,26
220,97,17
220,72,19
180,24,3
180,28,1
192,26,2
218,86,21
185,98,4
23,480,1
171,171,1
23,366,1
192,28,2
23,195,1
11,249,27
11,191,18
192,24,1
23,182,2
5,138,1
23,198,3
220,114,29
220,76,34
245,54,1
11,228,21
163,35,1
220,115,17
11,247,33
16,105,1
3,67,2
2,170,2
2,229,1
166,11,2
160,99,9
163,43,1
182,86,3
243,123,1
189,12,19
23,158,3
23,152,3
166,32,1
216,52,3
216,54,2
4,192,1
219,21,38
119,218,2
189,13,30
176,13,48
182,70,1
11,423,29
218,58,24
4,194,2
19,212,2
234,71,1
245,72,1
218,128,10
234,60,1
163,47,2
229,9,2
168,31,4
166,10,1
192,44,3
3,107,3
168,19,1
168,25,5
176,24,30
229,23,1
216,57,1
176,89,39
19,255,1
168,20,4
176,22,26
219,157,57
219,11,41
11,169,33
182,30,2
189,42,44
176,72,38
176,7,37
166,57,2
3,58,1
182,27,1
11,223,21
209,87,1
163,96,3
176,83,36
166,44,2
11,217,9
1,33,1
11,412,32
219,104,48
166,43,3
180,68,1
189,41,35
189,46,36
162,84,18
119,140,3
1,80,2
1,14,3
11,220,24
219,23,49
176,21,39
162,22,19
4,202,1
182,185,1
163,97,2
163,37,2
162,8,6
180,259,1
161,148,1
11,407,44
23,153,5
162,23,10
234,78,1
162,61,4
4,19,1
162,95,27
168,23,5
192,43,1
245,71,1
4,22,2
219,113,27
3,59,1
182,153,2
182,154,1
162,24,19
166,49,2
11,219,23
161,78,1
182,29,1
176,80,26
164,79,1
189,45,34
166,35,2
162,83,16
1,88,1
243,70,1
9,153,3
180,199,1
119,79,2
230,107,1
7,399,2
163,101,1
1,93,2
176,3,25
7,131,1
11,172,36
1,85,1
1,87,2
176,10,32
164,45,3
119,76,1
4,53,2
230,117,2
9,262,2
218,101,17
176,2,32
162,103,3
162,51,8
11,215,13
230,110,1
9,194,1
9,183,2
163,102,1
176,15,46
1,71,1
209,71,3
176,106,28
3,94,3
163,121,3
160,76,33
176,18,30
1,72,1
162,55,8
119,82,1
230,105,1
7,398,1
162,56,9
176,109,22
7,189,1
9,180,3
180,198,1
9,261,1
180,142,1
176,9,34
176,14,38
11,193,32
176,5,33
3,148,2
162,98,8
160,77,31
160,81,49
162,60,4
162,50,7
234,34,1
1,94,1
162,48,9
162,80,19
11,174,33
9,269,1
176,99,40
176,25,29
162,49,8
4,46,1
176,19,44
163,99,1
9,179,3
160,80,44
162,57,8
7,188,1
11,150,22
176,4,37
234,68,1
7,39,2
180,176,1
119,81,3
230,30,1
11,213,26
164,81,3
4,183,2
180,193,1
176,8,39
7,24,1
162,79,22
162,59,7
1,70,1
180,197,1
1,95,1
13,987,1
162,47,9
7,160,2
4,45,2
7,34,2
243,144,1
230,126,2
161,137,2
180,226,1
166,19,1
9,359,1
4,115,2
166,56,1
9,372,1
161,55,1
182,7,1
9,385,4
182,167,1
241,28,2
182,160,1
161,99,1
233,37,1
9,348,1
163,4,4
161,95,4
119,168,6
9,266,4
9,293,4
7,179,2
210,64,1
161,100,2
245,92,3
161,153,3
9,381,3
161,136,1
163,65,1
189,5,20
210,61,1
4,124,1
125,243,1
180,191,1
9,327,2
9,188,5
7,92,4
11,243,12
210,63,4
9,292,1
210,71,3
210,86,5
210,58,3
4,96,1
9,284,2
9,231,2
161,57,1
210,8,3
9,317,1
7,182,1
7,21,1
182,9,1
9,227,5
180,180,2
189,4,15
161,121,2
166,61,1
9,245,1
166,20,2
182,6,2
11,198,40
11,242,12
234,67,1
11,398,6
163,92,1
4,123,1
161,160,1
179,252,1
119,42,5
180,222,1
3,78,1
161,103,1
166,22,1
7,91,1
161,56,2
180,173,1
220,106,18
11,353,15
210,23,1
11,241,12
9,225,1
9,363,1
7,31,1
210,65,1
7,90,6
210,26,2
220,118,1
180,208,1
220,34,3
210,12,1
182,109,1
4,49,1
179,205,1
220,47,6
220,48,3
160,65,3
210,11,1
189,38,22
182,4,1
7,163,2
220,46,6
9,367,1
9,209,3
122,25,1
4,120,1
220,93,2
7,181,1
210,29,2
220,95,2
7,153,2
210,80,2
2,121,2
160,24,6
220,94,1
180,207,1
164,3,1
182,197,1
179,166,1
2,134,3
119,188,3
119,227,4
2,220,2
2,221,1
7,149,3
122,13,1
2,199,3
2,217,1
161,41,5
160,82,23
3,76,2
11,218,21
4,102,1
179,227,1
180,39,1
119,43,1
7,155,2
179,223,2
2,290,2
119,239,2
122,12,1
9,299,4
179,22,2
182,16,1
7,61,3
182,17,1
119,69,5
182,119,1
25,960,1
25,920,1
189,48,33
233,21,1
220,99,10
9,247,2
211,193,2
9,157,2
240,60,1
9,253,1
168,96,5
179,193,1
220,110,3
189,27,22
189,28,21
211,141,1
9,175,1
9,314,1
122,304,2
9,240,1
3,136,1
220,24,16
189,32,16
220,86,11
7,266,5
122,355,1
220,11,13
9,162,1
9,255,1
9,217,1
240,108,1
211,185,1
9,168,2
9,379,1
220,25,14
220,29,14
189,50,27
122,345,2
220,98,5
211,199,2
211,223,1
125,98,1
9,267,1
211,145,1
3,214,3
119,174,2
220,4,6
13,961,1
179,115,1
13,957,1
7,396,1
25,928,1
243,17,2
220,12,10
220,9,16
122,352,1
168,67,11
9,173,2
9,378,2
9,156,1
9,251,1
180,46,1
220,8,15
220,23,11
220,10,15
7,405,1
220,13,12
241,54,1
168,59,6
180,9,1
9,161,1
9,174,4
9,332,2
180,258,1
211,14,1
9,369,2
9,196,2
220,85,1
220,112,13
7,274,2
9,229,2
211,20,2
9,158,3
9,197,1
9,298,1
220,7,12
220,15,8
189,49,29
119,171,1
9,236,1
9,342,2
25,980,2
220,26,10
25,891,1
189,26,13
220,3,15
189,30,18
179,114,1
189,51,24
179,158,1
211,210,1
168,52,5
9,187,1
9,286,2
9,303,1
168,46,5
220,16,6
233,12,1
122,361,1
125,238,1
189,31,21
211,202,1
211,258,1
9,212,1
168,72,6
211,178,1
220,19,16
25,387,1
7,29,2
230,18,1
179,161,1
230,56,1
13,1013,1
25,484,2
13,155,2
13,1015,3
122,343,1
179,241,1
13,999,1
25,949,1
25,482,3
13,1028,1
125,124,1
122,224,1
230,55,1
25,483,1
1,50,1
122,122,1
122,107,1
25,478,1
25,479,1
13,1007,3
25,872,2
13,992,2
122,9,1
179,51,1
179,60,1
13,1017,1
7,60,1
13,168,2
13,161,2
13,158,1
122,334,3
13,1016,1
122,283,1
122,116,1
179,53,1
230,11,1
13,1010,2
13,1018,2
122,296,1
25,958,1
25,971,1
122,109,1
122,302,1
122,121,1
13,1012,1
25,488,1
25,489,1
122,3,1
7,27,1
25,491,1
25,492,1
13,996,1
25,795,1
25,957,2
13,1021,2
13,1011,1
230,23,1
230,22,1
25,873,1
1,48,1
230,16,1
25,952,1
13,1006,1
164,32,3
4,89,1
23,156,3
171,182,2
234,72,1
160,8,2
160,9,3
189,47,43
119,185,1
204,10,1
209,11,1
176,74,29
204,18,1
162,20,14
166,40,1
160,36,15
204,15,3
21,470,5
192,105,1
213,53,1
167,85,6
205,44,1
167,33,2
120,85,1
237,75,1
219,44,32
21,309,7
21,508,3
21,482,4
22,477,49
192,107,3
170,170,1
21,322,2
22,474,30
22,475,41
120,316,1
242,99,1
12,468,4
23,185,2
24,673,1
22,160,74
21,336,2
21,466,6
244,21,2
192,73,2
192,103,2
192,78,5
235,9,1
21,340,4
213,109,1
192,75,2
21,445,31
167,156,1
167,157,3
164,54,1
237,94,1
5,92,1
22,479,43
213,85,1
192,97,5
192,71,5
192,104,4
167,84,8
244,19,4
23,100,1
167,32,3
167,66,10
167,128,7
21,497,2
213,98,1
205,76,1
213,99,1
5,258,1
21,469,29
21,475,3
244,44,1
213,74,1
213,75,1
22,524,96
213,102,1
219,121,30
120,84,1
21,42,5
21,458,2
120,297,1
242,98,1
167,60,9
5,93,1
5,216,1
237,83,1
21,488,3
120,66,1
21,333,7
237,3,1
205,81,1
170,173,2
237,89,2
12,470,7
242,65,1
13,190,1
23,184,2
24,478,1
219,43,31
21,337,8
246,67,1
192,74,4
192,99,1
205,31,2
219,2,23
206,42,1
204,98,2
22,159,41
21,335,1
21,347,3
213,84,1
192,96,2
21,493,2
21,339,2
205,70,1
22,554,121
237,43,1
19,293,1
219,120,22
167,135,3
21,41,7
21,477,16
237,9,2
22,478,43
235,11,1
21,487,29
21,344,3
21,332,4
21,468,11
167,58,6
167,59,8
12,473,4
192,76,2
192,77,4
242,34,2
242,128,1
235,12,1
246,61,1
205,84,1
192,101,1
192,98,1
120,68,1
192,129,1
170,174,1
219,133,34
167,126,10
244,23,2
19,265,1
12,472,1
21,509,6
244,46,1
22,523,97
213,57,3
120,220,1
120,282,3
242,127,1
206,6,1
21,334,3
192,80,3
23,188,2
185,91,3
210,73,2
229,103,2
185,4,3
210,34,2
217,3,3
175,53,12
185,84,3
229,128,1
217,103,2
179,65,1
189,74,17
185,89,4
160,29,8
217,156,2
185,119,2
217,145,4
210,69,1
217,119,3
185,73,3
210,89,3
189,73,27
185,88,2
217,113,4
165,59,1
229,98,2
210,51,3
185,48,1
185,102,1
217,152,3
217,143,1
217,147,1
218,3,23
22,146,83
229,101,1
217,155,1
217,102,1
8,40,2
210,41,1
185,87,1
210,93,1
217,116,1
185,3,2
192,38,3
217,142,3
217,146,4
218,2,25
8,385,1
7,169,3
185,94,1
210,72,2
217,134,1
210,52,1
185,120,2
3,160,1
217,101,4
17,164,1
188,96,3
188,111,2
188,112,1
22,147,88
233,107,1
175,38,12
216,116,1
213,26,3
170,186,2
120,323,2
214,96,1
169,71,1
188,84,7
118,347,15
163,13,1
189,1,17
245,23,1
23,102,1
213,33,1
252,96,1
22,648,140
170,110,1
214,11,3
171,204,1
188,67,5
188,64,4
17,168,1
118,348,16
188,50,4
188,77,7
169,63,1
252,56,1
23,226,10
175,73,15
245,44,1
163,73,1
214,27,2
188,88,7
170,178,1
188,8,12
188,86,8
188,95,9
118,338,13
163,12,2
175,85,10
175,86,12
252,55,1
252,59,1
170,212,1
170,165,3
188,54,9
171,208,1
188,73,6
188,58,5
188,60,6
188,52,4
188,66,3
188,80,6
16,101,1
17,129,1
23,200,1
188,17,4
17,173,1
17,110,3
169,68,2
188,76,4
17,177,1
188,93,7
188,113,1
169,72,5
188,81,9
188,105,2
245,22,1
23,225,16
22,514,80
17,170,1
163,72,1
163,19,2
170,114,1
214,10,1
169,69,1
188,18,3
170,194,1
118,337,11
229,116,1
233,89,1
22,184,102
22,618,111
216,39,3
170,94,1
229,38,1
206,57,1
17,161,2
188,106,3
188,6,8
188,57,3
17,156,1
191,5,1
118,339,20
23,199,1
170,149,1
188,14,3
188,53,6
188,63,5
238,74,1
12,510,1
246,109,1
175,43,9
219,97,33
8,48,1
10,12,1
165,27,1
165,67,1
23,473,2
244,29,2
176,29,26
180,239,1
12,486,2
1,31,1
209,45,8
209,32,1
168,90,1
10,273,1
161,122,2
212,66,1
246,113,1
209,43,5
240,67,1
10,245,1
175,134,4
180,149,1
219,48,29
124,495,1
209,50,4
191,87,1
176,36,25
176,37,33
23,221,20
242,124,1
22,512,85
234,56,2
176,56,18
175,12,20
1,10,3
175,91,51
1,6,1
19,37,1
10,272,1
4,155,1
8,143,2
244,32,2
16,16,1
246,108,1
168,82,3
175,42,10
219,82,17
209,34,2
212,40,1
242,162,1
176,35,21
124,489,1
1,41,2
219,115,31
3,23,1
175,92,53
168,89,6
12,463,5
176,53,34
245,16,1
212,41,2
213,12,1
192,62,2
219,56,25
192,66,3
22,511,106
176,100,25
175,108,57
3,105,2
219,90,17
209,31,5
12,464,5
175,113,30
161,132,1
12,491,7
22,154,82
182,94,1
191,84,2
242,7,1
246,107,1
12,487,11
4,144,1
23,224,15
164,63,1
176,54,25
176,55,18
119,24,2
171,212,1
175,54,17
235,20,1
3,124,1
175,74,18
119,22,1
22,153,90
180,267,1
233,2,2
244,39,2
244,26,1
119,195,1
180,233,2
161,139,3
209,54,4
23,481,6
21,372,5
8,211,2
234,42,1
209,58,3
244,102,2
161,40,1
23,223,18
213,16,2
165,75,1
8,129,1
176,48,32
238,91,1
175,82,8
191,21,1
3,87,1
4,147,1
8,50,1
213,18,2
193,8,1
193,12,6
229,126,2
192,109,3
20,47,1
229,90,1
10,100,2
123,178,1
6,215,2
18,102,1
6,30,1
215,62,3
123,140,1
121,198,4
207,20,3
165,51,2
169,122,1
169,92,5
20,212,2
6,33,1
10,79,1
216,79,2
215,78,4
10,266,1
207,16,3
169,91,9
20,46,1
20,51,2
6,32,1
216,98,8
216,96,4
6,242,2
215,72,1
169,78,5
169,21,9
231,47,1
207,19,1
173,81,2
169,111,1
192,114,3
169,93,6
229,59,1
10,76,2
18,59,2
169,20,3
121,173,3
121,166,3
207,18,5
192,111,3
232,19,1
232,34,1
192,115,3
244,1,1
17,149,1
18,22,1
215,79,9
231,97,2
173,83,1
207,17,4
20,48,1
232,32,1
169,113,3
169,114,7
